"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Inverse Attention-Weighted Model with Heterogeneous Spatio-Temporal Interaction Graph for Autonomous Navigation Systems","Y. -L. Li; H. -P. Tsai",NA; NA,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","2711","2717","We propose a Res-Mlp-based attention mechanism for robotic navigation where dynamic and static obstacles coexist, enhancing collision avoidance and robot navigation. Traditional approaches struggle with predictive foresight and real-world complexity, limiting their applicability. To address these challenges, we introduce an inverse attention-weighted module based on Res-Mlp module to refine Robot-Human and Robot-Obstacle attention, improving model robustness and sensitivity to hazards. Our approach builds upon HH attn and integrates the Gumbel Social Transformer (GST), enabling more accurate and safer robot navigation. Additionally, we construct a heterogeneous spatio-temporal interaction graph and incorporate diverse obstacle shapes to create realistic scenarios. Using curriculum learning, we improve model efficiency and generalization. Experimental results show a 96% success rate in high-density crowds and 92% in complex environments with diverse obstacles, demonstrating enhanced feature extraction and safer navigation. Our method achieves a balance between conservatism and assertiveness, making it a reliable solution for real-world deployment.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11246086","National Science and Technology Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246086","","Sensitivity;Limiting;Navigation;Shape;Robot sensing systems;Transformers;Robustness;Hazards;Collision avoidance;Intelligent robots","","","","20","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Hierarchical Decision-Making for Autonomous Navigation: Integrating Deep Reinforcement Learning and Fuzzy Logic in Four-Wheel Independent Steering and Driving Systems","Y. Wang; D. Xu; Y. Xie; S. Tan; X. Zhou; P. Chen","School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","2718","2725","This paper presents a hierarchical decision-making framework for autonomous navigation in four-wheel independent steering and driving (4WISD) systems. The proposed approach integrates deep reinforcement learning (DRL) for high-level navigation with fuzzy logic for low-level control to ensure both task performance and physical feasibility. The DRL agent generates global motion commands, while the fuzzy logic controller enforces kinematic constraints to prevent mechanical strain and wheel slippage. Simulation experiments demonstrate that the proposed framework outperforms traditional navigation methods, offering enhanced training efficiency and stability and mitigating erratic behaviors compared to purely DRL-based solutions. Real-world validations further confirm the framework’s ability to navigate safely and effectively in dynamic industrial settings. Overall, this work provides a scalable and reliable solution for deploying 4WISD mobile robots in complex, real-world scenarios.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11246015","National Natural Science Foundation of China; National Key Research and Development Program of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246015","","Fuzzy logic;Training;Navigation;Decision making;Wheels;Deep reinforcement learning;Stability analysis;Reliability;Autonomous robots;Strain","","6","","28","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Cooperative Bearing-Only Target Pursuit via Multiagent Reinforcement Learning: Design and Experiment","J. Li; Z. Wang; S. Ding; S. Guo; S. Zhao","Shanghai AI Laboratory, Shanghai, China; WINDY Lab in the Department of Artificial Intelligence, Westlake University, Hangzhou, China; WINDY Lab in the Department of Artificial Intelligence, Westlake University, Hangzhou, China; WINDY Lab in the Department of Artificial Intelligence, Westlake University, Hangzhou, China; WINDY Lab in the Department of Artificial Intelligence, Westlake University, Hangzhou, China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","2750","2756","This paper addresses the multi-robot pursuit problem for an unknown target, encompassing both target state estimation and pursuit control. First, in state estimation, we focus on using only bearing information, as it is readily available from vision sensors and effective for small, distant targets. Challenges such as instability due to the nonlinearity of bearing measurements and singularities in the two-angle representation are addressed through a proposed uniform bearing-only information filter. This filter integrates multiple 3D bearing measurements, provides a concise formulation, and enhances stability and resilience to target loss caused by limited field of view (FoV). Second, in target pursuit control within complex environments, where challenges such as heterogeneity and limited FoV arise, conventional methods like differential games or Voronoi partitioning often prove inadequate. To address these limitations, we propose a novel multiagent reinforcement learning (MARL) framework, enabling multiple heterogeneous vehicles to search, localize, and follow a target while effectively handling those challenges. Third, to bridge the sim-to-real gap, we propose two key techniques: incorporating adjustable low-level control gains in training to replicate the dynamics of real-world autonomous ground vehicles (AGVs), and proposing spectral-normalized RL algorithms to enhance policy smoothness and robustness. Finally, we demonstrate the successful zero-shot transfer of the MARL controllers to AGVs, validating the effectiveness and practical feasibility of our approach. The accompanying video is available at https://youtu.be/HO7FJyZiJ3E.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11247029","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11247029","","Training;Three-dimensional displays;Heuristic algorithms;Reinforcement learning;Vision sensors;Information filters;Loss measurement;State estimation;Vehicle dynamics;Videos","","2","","40","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"KARL: Kalman-Filter Assisted Reinforcement Learner for Dynamic Object Tracking and Grasping","K. Boyalakuntla; A. Boularias; J. Yu","Department of Computer Science, Rutgers University, New Brunswick, USA; Department of Computer Science, Rutgers University, New Brunswick, USA; Department of Computer Science, Rutgers University, New Brunswick, USA",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","2819","2826","We present Kalman-Filter Assisted Reinforcement Learner (KARL) for dynamic object tracking and grasping over eye-on-hand (EoH) systems, significantly expanding such systems’ capabilities in challenging, realistic environments. In comparison to the previous state-of-the-art, KARL (1) incorporates a novel six-stage RL curriculum that doubles the system’s motion range, thereby greatly enhancing the system’s grasping performance, (2) integrates a robust Kalman filter layer between the perception and reinforcement learning (RL) control modules, enabling the system to maintain an uncertain but continuous 6D pose estimate even when the target object temporarily exits the camera’s field-of-view or undergoes rapid, unpredictable motion, and (3) introduces mechanisms to allow retries to gracefully recover from unavoidable policy execution failures. Extensive evaluations conducted in both simulation and real-world experiments qualitatively and quantitatively corroborate KARL’s advantage over earlier systems, achieving higher grasp success rates and faster robot execution speed. Source code and supplementary materials for KARL will be made available at: https://github.com/arc-l/karl.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11245879","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11245879","","Source coding;Dynamics;Refining;Grasping;Reinforcement learning;Rendering (computer graphics);Object tracking;Kalman filters;Reliability;State estimation","","2","","35","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"HiFAR: Multi-Stage Curriculum Learning for High-Dynamics Humanoid Fall Recovery","P. Chen; Y. Wang; C. Luo; W. Cai; M. Zhao","Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China; Booster Robotics Technology Co., Ltd, Beijing, China; Department of Automation, Tsinghua University, Beijing, China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","2908","2915","Humanoid robots encounter considerable difficulties in autonomously recovering from falls, especially within dynamic and unstructured environments. Conventional control methodologies are often inadequate in addressing the complexities associated with high-dimensional dynamics and the contact-rich nature of fall recovery. Meanwhile, reinforcement learning techniques are hindered by issues related to sparse rewards, intricate collision scenarios, and discrepancies between simulation and real-world applications. In this study, we introduce a multi-stage curriculum learning framework, termed HiFAR. This framework employs a staged learning approach that progressively incorporates increasingly complex and high-dimensional recovery tasks, thereby facilitating the robot’s acquisition of efficient and stable fall recovery strategies. Furthermore, it enables the robot to adapt its policy to effectively manage real-world fall incidents. We assess the efficacy of the proposed method using a real humanoid robot, showcasing its capability to autonomously recover from a diverse range of falls with high success rates, rapid recovery times, robustness, and generalization.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11245953","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11245953","","Degradation;Humanoid robots;Reinforcement learning;Robustness;Hardware;Complexity theory;Collision avoidance;Intelligent robots","","2","","27","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Distillation-PPO: A Novel Two-Stage Reinforcement Learning Framework for Humanoid Robot Perceptive Locomotion","Q. Zhang; G. Han; J. Sun; W. Zhao; C. Sun; J. Cao; J. Wang; Y. Guo; R. Xu","Beijing Innovation Center of Humanoid Robotics Co. Ltd; Beijing Innovation Center of Humanoid Robotics Co. Ltd; Beijing Innovation Center of Humanoid Robotics Co. Ltd; Beijing Innovation Center of Humanoid Robotics Co. Ltd; Beijing Innovation Center of Humanoid Robotics Co. Ltd; Beijing Innovation Center of Humanoid Robotics Co. Ltd; The Hong Kong University of Science and Technology (Guangzhou), China; Beijing Innovation Center of Humanoid Robotics Co. Ltd; The Hong Kong University of Science and Technology (Guangzhou), China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","2916","2922","In recent years, humanoid robots have garnered significant attention from both academia and industry due to their high adaptability to environments and human-like characteristics. With the rapid advancement of reinforcement learning, substantial progress has been made in the walking control of humanoid robots. However, existing methods still face challenges when dealing with complex environments and irregular terrains. In the field of perceptive locomotion, existing approaches are generally divided into two-stage methods and end-to-end methods. Two-stage methods first train a teacher policy in a simulated environment and then use distillation techniques, such as DAgger, to transfer the privileged information learned as latent features or actions to the student policy. End-to-end methods, on the other hand, forgo the learning of privileged information and directly learn policies from a partially observable Markov decision process (POMDP) through reinforcement learning. However, due to the lack of supervision from a teacher policy, end-to-end methods often face difficulties in training and exhibit unstable performance in real-world applications. This paper proposes an innovative two-stage perceptive locomotion framework that combines the advantages of teacher policies learned in a fully observable Markov decision process (MDP) to regularize and supervise the student policy. At the same time, it leverages the characteristics of reinforcement learning to ensure that the student policy can continue to learn in a POMDP, thereby enhancing the model’s upper bound. Our experimental results demonstrate that our two-stage training framework achieves higher training efficiency and stability in simulated environments, while also exhibiting better robustness and generalization capabilities in real-world applications.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11245929","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11245929","","Training;Legged locomotion;Upper bound;Markov decision processes;Humanoid robots;Reinforcement learning;Stability analysis;Robustness;Faces;Intelligent robots","","4","","31","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Temporal-Spatial Representation Fusion for Dexterous Manipulation Learning with Unpaired Visual-Action Data","G. Han; Z. Sun; Q. Liu; Y. Cui; A. Chen; H. Chen; R. Xiong; J. Chen; Q. Ye","College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","3193","3200","Supervised behavioral cloning using robot visual-action data has been widely investigated in robot manipulation. However, these methods typically require simultaneous acquisition of visual and action data, which makes them difficult to utilize unpaired visual-action datasets: e.g. videos on Internet or action only data which has less privacy and security concerns. To take advantage of the action data without synchronized visual observation, we propose UnVALe, a novel dexterous robotic manipulation RL framework that utilizes action data without paired images to learn priors of human dexterous manipulation skills. Specifically, an LSTM-based network is designed to learn the temporal action prior by reconstructing the input trajectories, and a VAE network is designed to learn the spatial action prior by reconstructing the input action. Novel rewards are proposed to incorporate the priors into reinforcement learning, which encourages action output from RL polices to maintain low reconstruction errors in the LSTM and VAE networks. We perform extensive validation on three dexterous robot manipulation tasks. The experimental results show that UnVALe can effectively improve robot manipulation performance. Compared with existing visual pretraining methods, our method achieves a more than 30% increase in success rates.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11247201","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11247201","","Visualization;Law enforcement;Reinforcement learning;Trajectory;Internet;Synchronization;Security;Image reconstruction;Long short term memory;Videos","","","","36","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"VTAO-BiManip: Masked Visual-Tactile-Action Pre-training with Object Understanding for Bimanual Dexterous Manipulation","Z. Sun; Z. Shi; J. Chen; Q. Liu; Y. Cui; J. Chen; Q. Ye","College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","3201","3208","Bimanual dexterous manipulation remains a significant challenge in robotics due to the high DoFs of each hand and their coordination. Existing single-hand manipulation techniques often leverage human demonstrations to guide RL methods but fail to generalize to complex bimanual tasks involving multiple sub-skills. In this paper, we propose VTAO-BiManip, a novel framework that integrates visual-tactile-action pre-training with object understanding, aiming to enable human-like bimanual manipulation via curriculum reinforcement learning (RL). We improve prior learning by incorporating hand motion data, providing more effective guidance for dual-hand coordination. Our pretraining model predicts future actions as well as object pose and size using masked multimodal inputs, facilitating cross-modal regularization. To address the multi-skill learning challenge, we introduce a two-stage curriculum RL approach to stabilize training. We evaluate our method on a bimanual bottle-cap twisting task, demonstrating its effectiveness in both simulated and real-world environments. Our approach achieves a success rate that surpasses existing visual-tactile pretraining methods by over 20%.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11246950","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246950","","Hands;Training;Three-dimensional displays;Robot kinematics;Reinforcement learning;Predictive models;Intelligent robots","","4","","51","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Bimanual Robot-Assisted Dressing: A Spherical Coordinate-Based Strategy for Tight-Fitting Garments","J. Zhao; Y. Lian; A. M. Tyrrell; M. Gienger; J. Zhu","School of Physics, Engineering and Technology, University of York, UK; School of Physics, Engineering and Technology, University of York, UK; School of Physics, Engineering and Technology, University of York, UK; Honda Research Institute Europe, Germany; School of Physics, Engineering and Technology, University of York, UK",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","3328","3335","Robot-assisted dressing is a popular but challenging topic in the field of robotic manipulation, offering significant potential to improve the quality of life for individuals with mobility limitations. Currently, the majority of research on robot-assisted dressing focuses on how to put on loose-fitting clothing, with little attention paid to tight garments. For the former, since the armscye is larger, a single robotic arm can usually complete the dressing task successfully. However, for the latter, dressing with a single robotic arm often fails due to the narrower armscye and the property of diminishing rigidity in the armscye, which eventually causes the armscye to get stuck. This paper proposes a bimanual dressing strategy suitable for dressing tight-fitting clothing. To facilitate the encoding of dressing trajectories that adapt to different human arm postures, a spherical coordinate system for dressing is established. We uses the azimuthal angle of the spherical coordinate system as a task-relevant feature for bimanual manipulation. Based on this new coordinate, we employ Gaussian Mixture Model (GMM) and Gaussian Mixture Regression (GMR) for imitation learning of bimanual dressing trajectories, generating dressing strategies that adapt to different human arm postures. The effectiveness of the proposed method is validated through various experiments.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11246012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246012","","Robot kinematics;Imitation learning;Clothing;Manipulators;Encoding;Robustness;Trajectory;Rigidity;Arm;Robots","","","","25","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Like Playing a Video Game: Spatial-Temporal Optimization of Foot Trajectories for Controlled Football Kicking in Bipedal Robots","W. Li; J. Ma; M. Lu; P. Lu","Department of Mechanical Engineering, Adaptive Robotic Controls Lab (ArcLab), The University of Hong Kong, Hong Kong; Department of Mechanical Engineering, Adaptive Robotic Controls Lab (ArcLab), The University of Hong Kong, Hong Kong; Department of Mechanical Engineering, Adaptive Robotic Controls Lab (ArcLab), The University of Hong Kong, Hong Kong; Department of Mechanical Engineering, Adaptive Robotic Controls Lab (ArcLab), The University of Hong Kong, Hong Kong",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","3565","3572","Humanoid robot soccer presents several challenges, particularly in maintaining system stability during aggressive kicking motions while achieving precise ball trajectory control. Current solutions, whether traditional position-based control methods or reinforcement learning (RL) approaches, exhibit significant limitations. Model predictive control (MPC) is a prevalent approach for ordinary quadruped and biped robots. While MPC has demonstrated advantages in legged robots, existing studies often oversimplify the leg swing progress, relying merely on simple trajectory interpolation methods. This severely constrains the foot’s environmental interaction capability, hindering tasks such as ball kicking. This study innovatively adapts the spatial-temporal trajectory planning method, which has been successful in drone applications, to bipedal robotic systems. The proposed approach autonomously generates foot trajectories that satisfy constraints on target kicking position, velocity, and acceleration while simultaneously optimizing swing phase duration. Experimental results demonstrate that the optimized trajectories closely mimic human kicking behavior, featuring a backswing motion. Simulation and hardware experiments confirm the algorithm’s efficiency, with trajectory planning times under 1 ms, and its reliability, achieving nearly 100 % task completion accuracy when the soccer goal is within the range of -90° to 90°.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11246655","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246655","Humanoid and Bipedal Locomotion;Optimization and Optimal Control;Legged Robots","Legged locomotion;Trajectory planning;Dynamics;Humanoid robots;Trajectory;Reliability;Robots;Optimization;Sports;Foot","","1","","28","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
